=== PSO k=83 - REQUISIÇÃO [0,6] ===

PARÂMETROS:
  Wavelengths: 80
  Rota selecionada: 0
  Total rotas disponíveis: 8
  Loads: 1 a 400
  Calls/load: 1000
  Rodadas/load: 20

RESULTADOS:
Load	Probabilidade
1	0.000000
2	0.000000
3	0.000000
4	0.000000
5	0.000000
6	0.000000
7	0.000000
8	0.000000
9	0.000000
10	0.000000
11	0.000000
12	0.000000
13	0.000000
14	0.000000
15	0.000000
16	0.000000
17	0.000000
18	0.000000
19	0.000000
20	0.000000
21	0.000000
22	0.000000
23	0.000000
24	0.000000
25	0.000000
26	0.000000
27	0.000000
28	0.000000
29	0.000000
30	0.000000
31	0.000000
32	0.000000
33	0.000000
34	0.000000
35	0.000000
36	0.000000
37	0.000000
38	0.000000
39	0.000000
40	0.000000
41	0.000000
42	0.000000
43	0.000000
44	0.000000
45	0.000000
46	0.000000
47	0.000000
48	0.000000
49	0.000000
50	0.000000
51	0.000000
52	0.000000
53	0.000000
54	0.000000
55	0.000000
56	0.000000
57	0.000000
58	0.000000
59	0.000000
60	0.000000
61	0.000000
62	0.000000
63	0.000000
64	0.000000
65	0.000000
66	0.000000
67	0.000000
68	0.000000
69	0.000000
70	0.000000
71	0.000000
72	0.000000
73	0.000000
74	0.000000
75	0.000000
76	0.000000
77	0.000000
78	0.000000
79	0.000000
80	0.000000
81	0.000000
82	0.000000
83	0.000000
84	0.000000
85	0.000000
86	0.000000
87	0.000000
88	0.000000
89	0.000000
90	0.000000
91	0.000000
92	0.000000
93	0.000313
94	0.000313
95	0.000000
96	0.000625
97	0.000000
98	0.000000
99	0.000313
100	0.001563
101	0.001250
102	0.000625
103	0.003750
104	0.002812
105	0.003438
106	0.003438
107	0.005313
108	0.008125
109	0.010313
110	0.012812
111	0.019688
112	0.022187
113	0.019062
114	0.023750
115	0.030312
116	0.027813
117	0.029375
118	0.035937
119	0.051250
120	0.044062
121	0.050937
122	0.057813
123	0.055938
124	0.068750
125	0.069375
126	0.068750
127	0.080625
128	0.078750
129	0.088750
130	0.097187
131	0.092500
132	0.107500
133	0.100937
134	0.119063
135	0.120000
136	0.129062
137	0.130000
138	0.146563
139	0.135937
140	0.148125
141	0.149062
142	0.159375
143	0.159375
144	0.160938
145	0.164687
146	0.176250
147	0.181875
148	0.186250
149	0.183438
150	0.183125
151	0.202187
152	0.197500
153	0.191562
154	0.208437
155	0.204375
156	0.212500
157	0.220625
158	0.231563
159	0.223125
160	0.235000
161	0.242812
162	0.253437
163	0.246562
164	0.252812
165	0.248750
166	0.257812
167	0.267813
168	0.277187
169	0.272500
170	0.274062
171	0.274687
172	0.277813
173	0.294687
174	0.293125
175	0.294375
176	0.297812
177	0.303438
178	0.285000
179	0.307188
180	0.307188
181	0.308125
182	0.316563
183	0.304375
184	0.315625
185	0.344375
186	0.336562
187	0.333437
188	0.329062
189	0.348125
190	0.330000
191	0.348750
192	0.328750
193	0.352187
194	0.346875
195	0.349062
196	0.360312
197	0.378125
198	0.362500
199	0.362812
200	0.375312
201	0.368750
202	0.364687
203	0.385313
204	0.385000
205	0.382812
206	0.374375
207	0.396250
208	0.373125
209	0.389688
210	0.401562
211	0.400000
212	0.393437
213	0.389062
214	0.403125
215	0.399687
216	0.412813
217	0.411250
218	0.410000
219	0.421875
220	0.423438
221	0.420000
222	0.413125
223	0.419687
224	0.430937
225	0.433125
226	0.431875
227	0.429063
228	0.426563
229	0.437188
230	0.442500
231	0.442812
232	0.459062
233	0.455313
234	0.465938
235	0.455937
236	0.440625
237	0.452500
238	0.468438
239	0.456875
240	0.464375
241	0.455937
242	0.458750
243	0.448750
244	0.464687
245	0.471562
246	0.464062
247	0.484375
248	0.472813
249	0.464062
250	0.488750
251	0.482500
252	0.475313
253	0.487187
254	0.478438
255	0.490312
256	0.490938
257	0.489687
258	0.487812
259	0.494375
260	0.481563
261	0.504687
262	0.498437
263	0.507188
264	0.498437
265	0.522813
266	0.515625
267	0.506875
268	0.521875
269	0.503750
270	0.521563
271	0.510938
272	0.535937
273	0.518437
274	0.527188
275	0.511875
276	0.532500
277	0.510000
278	0.523125
279	0.518750
280	0.530000
281	0.522813
282	0.534687
283	0.523750
284	0.533125
285	0.552813
286	0.538125
287	0.535625
288	0.543125
289	0.546250
290	0.527188
291	0.535625
292	0.556562
293	0.547813
294	0.554063
295	0.542188
296	0.538750
297	0.537188
298	0.557187
299	0.551250
300	0.549687
301	0.546250
302	0.567500
303	0.553438
304	0.569375
305	0.552813
306	0.546562
307	0.562187
308	0.561562
309	0.559375
310	0.564688
311	0.566875
312	0.567187
313	0.574375
314	0.561875
315	0.572187
316	0.568438
317	0.572187
318	0.563750
319	0.573125
320	0.581250
321	0.588437
322	0.577812
323	0.570625
324	0.575313
325	0.587187
326	0.580000
327	0.590938
328	0.607500
329	0.591250
330	0.587812
331	0.595938
332	0.592500
333	0.589688
334	0.589063
335	0.594063
336	0.593437
337	0.600313
338	0.599688
339	0.603125
340	0.613750
341	0.606563
342	0.604062
343	0.599688
344	0.604375
345	0.611563
346	0.595938
347	0.615313
348	0.624687
349	0.608750
350	0.606563
351	0.598125
352	0.626563
353	0.617812
354	0.612812
355	0.599063
356	0.606875
357	0.615625
358	0.611563
359	0.623437
360	0.631250
361	0.624375
362	0.624375
363	0.616875
364	0.611563
365	0.632500
366	0.636250
367	0.615938
368	0.634375
369	0.603750
370	0.616875
371	0.628125
372	0.630938
373	0.634375
374	0.628750
375	0.636563
376	0.638125
377	0.622500
378	0.640000
379	0.632188
380	0.633437
381	0.640625
382	0.629062
383	0.655000
384	0.638125
385	0.653438
386	0.649687
387	0.640625
388	0.655937
389	0.628750
390	0.640312
391	0.635938
392	0.655937
393	0.648750
394	0.649375
395	0.649375
396	0.647813
397	0.651875
398	0.656875
399	0.652188
400	0.640938
