=== YEN 2 ROTAS ALEATÓRIAS - REQUISIÇÃO [2,6] ===

PARÂMETROS DA SIMULAÇÃO:
  Rede: NSFNet (14 nós, 21 enlaces)
  Número de lambdas: 40
  Rotas consideradas: 2 (menores rotas do YEN)
  Seleção de rota: Aleatória entre as 2
  Alocação de wavelength: First Fit
  Loads testados: 1 a 200
  Chamadas por load: 1000
  Simulações por load: 20
  Duração das chamadas: 5.0 a 15.0 unidades

RESULTADOS (Probabilidade de Bloqueio):
Load	Probabilidade
1	0.000000
2	0.000000
3	0.000000
4	0.000000
5	0.000000
6	0.000000
7	0.000000
8	0.000000
9	0.000000
10	0.000000
11	0.000000
12	0.000000
13	0.000000
14	0.000000
15	0.000000
16	0.000000
17	0.000000
18	0.000000
19	0.000000
20	0.000000
21	0.000000
22	0.000000
23	0.000000
24	0.000000
25	0.000000
26	0.000000
27	0.000000
28	0.000000
29	0.000000
30	0.000000
31	0.000000
32	0.000000
33	0.000000
34	0.000000
35	0.000000
36	0.000000
37	0.000000
38	0.000000
39	0.000000
40	0.000000
41	0.000000
42	0.000000
43	0.000000
44	0.000000
45	0.000000
46	0.000000
47	0.000000
48	0.000000
49	0.000000
50	0.000000
51	0.000000
52	0.000000
53	0.000000
54	0.000000
55	0.000000
56	0.000000
57	0.000000
58	0.000000
59	0.000000
60	0.000000
61	0.000000
62	0.000000
63	0.000000
64	0.000000
65	0.000000
66	0.000000
67	0.000313
68	0.000000
69	0.000000
70	0.000000
71	0.000000
72	0.000313
73	0.000000
74	0.000313
75	0.000625
76	0.000000
77	0.000938
78	0.001563
79	0.000625
80	0.000938
81	0.003750
82	0.003125
83	0.003750
84	0.003125
85	0.009062
86	0.005938
87	0.006875
88	0.007500
89	0.011562
90	0.008125
91	0.017500
92	0.011562
93	0.014688
94	0.022188
95	0.021250
96	0.026250
97	0.017813
98	0.025312
99	0.037187
100	0.026875
101	0.034375
102	0.031563
103	0.046562
104	0.051562
105	0.042813
106	0.051250
107	0.062500
108	0.060312
109	0.071563
110	0.062812
111	0.073750
112	0.079687
113	0.084375
114	0.087500
115	0.091562
116	0.100625
117	0.087500
118	0.104688
119	0.115312
120	0.106250
121	0.111562
122	0.119375
123	0.113750
124	0.108750
125	0.125937
126	0.129687
127	0.126875
128	0.137813
129	0.141563
130	0.153750
131	0.156250
132	0.146250
133	0.154688
134	0.157813
135	0.158125
136	0.158438
137	0.169375
138	0.171250
139	0.158750
140	0.175625
141	0.180938
142	0.171250
143	0.167813
144	0.172500
145	0.173125
146	0.194375
147	0.191250
148	0.194375
149	0.199375
150	0.191563
151	0.207500
152	0.210000
153	0.212188
154	0.212500
155	0.210000
156	0.222500
157	0.214375
158	0.222187
159	0.228750
160	0.219063
161	0.227188
162	0.227188
163	0.239687
164	0.234688
165	0.231875
166	0.235625
167	0.244688
168	0.241562
169	0.232813
170	0.229063
171	0.248438
172	0.264375
173	0.233438
174	0.243125
175	0.256875
176	0.277812
177	0.265000
178	0.262500
179	0.276875
180	0.290625
181	0.284375
182	0.269375
183	0.281562
184	0.282187
185	0.271250
186	0.277187
187	0.280625
188	0.283438
189	0.276250
190	0.300625
191	0.291250
192	0.306250
193	0.292813
194	0.301250
195	0.309375
196	0.315625
197	0.314375
198	0.297188
199	0.302812
200	0.307500
