=== PSO ALINHADO - REQUISIÇÃO [4,11] ===

PARÂMETROS:
  Lambdas: 40
  Loads: 1 a 200
  Chamadas por load: 1000
  Simulações por load: 20

RESULTADOS:
Load	Probabilidade
1	0.000000
2	0.000000
3	0.000000
4	0.000000
5	0.000000
6	0.000000
7	0.000000
8	0.000000
9	0.000000
10	0.000000
11	0.000000
12	0.000000
13	0.000000
14	0.000000
15	0.000000
16	0.000000
17	0.000000
18	0.000000
19	0.000000
20	0.000000
21	0.000000
22	0.000000
23	0.000000
24	0.000000
25	0.000000
26	0.000000
27	0.000000
28	0.000000
29	0.000000
30	0.000000
31	0.000000
32	0.000000
33	0.000000
34	0.000000
35	0.000000
36	0.000000
37	0.000000
38	0.000000
39	0.000000
40	0.000000
41	0.000000
42	0.000000
43	0.000000
44	0.000000
45	0.000937
46	0.001563
47	0.001875
48	0.002188
49	0.001563
50	0.005313
51	0.011562
52	0.011250
53	0.020313
54	0.021875
55	0.023438
56	0.036250
57	0.047813
58	0.052187
59	0.059375
60	0.064062
61	0.076875
62	0.088750
63	0.090000
64	0.097187
65	0.115937
66	0.121875
67	0.143125
68	0.141875
69	0.148750
70	0.161562
71	0.171250
72	0.176875
73	0.180312
74	0.192188
75	0.197500
76	0.208750
77	0.216562
78	0.235937
79	0.240313
80	0.250625
81	0.251563
82	0.266250
83	0.273438
84	0.274687
85	0.279375
86	0.291875
87	0.304375
88	0.295938
89	0.316563
90	0.307500
91	0.326562
92	0.338125
93	0.340938
94	0.336875
95	0.342500
96	0.348750
97	0.355938
98	0.366250
99	0.375312
100	0.388437
101	0.381563
102	0.402500
103	0.391562
104	0.396562
105	0.406562
106	0.411875
107	0.413438
108	0.423750
109	0.432812
110	0.435937
111	0.432812
112	0.439375
113	0.434688
114	0.440312
115	0.451562
116	0.447813
117	0.462500
118	0.473438
119	0.478750
120	0.475625
121	0.485000
122	0.481875
123	0.475938
124	0.489687
125	0.495312
126	0.495625
127	0.495625
128	0.500000
129	0.514062
130	0.508437
131	0.524062
132	0.515312
133	0.530625
134	0.520938
135	0.520312
136	0.533125
137	0.546250
138	0.534375
139	0.537188
140	0.545625
141	0.562500
142	0.557187
143	0.557813
144	0.553125
145	0.555312
146	0.562500
147	0.570625
148	0.573125
149	0.586562
150	0.577812
151	0.578750
152	0.571250
153	0.584688
154	0.590625
155	0.586875
156	0.590313
157	0.592500
158	0.588437
159	0.595313
160	0.593750
161	0.605625
162	0.605625
163	0.606875
164	0.616875
165	0.600313
166	0.610938
167	0.624375
168	0.614375
169	0.622188
170	0.626875
171	0.634062
172	0.633125
173	0.627500
174	0.630313
175	0.645938
176	0.650937
177	0.645000
178	0.631250
179	0.647188
180	0.642188
181	0.648750
182	0.643750
183	0.661563
184	0.645312
185	0.666875
186	0.659375
187	0.674063
188	0.668750
189	0.664375
190	0.666250
191	0.667500
192	0.666562
193	0.662188
194	0.674375
195	0.682813
196	0.679688
197	0.674063
198	0.689375
199	0.687187
200	0.686875
