=== PSO ALINHADO - REQUISIÇÃO [5,10] ===

PARÂMETROS:
  Lambdas: 40
  Loads: 1 a 200
  Chamadas por load: 1000
  Simulações por load: 20

RESULTADOS:
Load	Probabilidade
1	0.000000
2	0.000000
3	0.000000
4	0.000000
5	0.000000
6	0.000000
7	0.000000
8	0.000000
9	0.000000
10	0.000000
11	0.000000
12	0.000000
13	0.000000
14	0.000000
15	0.000000
16	0.000000
17	0.000000
18	0.000000
19	0.000000
20	0.000000
21	0.000000
22	0.000000
23	0.000000
24	0.000000
25	0.000000
26	0.000000
27	0.000000
28	0.000000
29	0.000000
30	0.000000
31	0.000000
32	0.000000
33	0.000000
34	0.000000
35	0.000000
36	0.000000
37	0.000000
38	0.000000
39	0.000000
40	0.000000
41	0.000000
42	0.000000
43	0.000000
44	0.000625
45	0.000313
46	0.001250
47	0.001250
48	0.002188
49	0.004063
50	0.005938
51	0.009687
52	0.012812
53	0.018750
54	0.018437
55	0.029687
56	0.033750
57	0.045000
58	0.051250
59	0.060937
60	0.066562
61	0.077500
62	0.086563
63	0.093750
64	0.102188
65	0.111250
66	0.126875
67	0.128438
68	0.139687
69	0.157500
70	0.158750
71	0.165000
72	0.180000
73	0.186562
74	0.191250
75	0.197187
76	0.216250
77	0.230313
78	0.234063
79	0.246562
80	0.257812
81	0.251563
82	0.263750
83	0.262813
84	0.280625
85	0.273438
86	0.296250
87	0.303438
88	0.323125
89	0.301250
90	0.325625
91	0.335625
92	0.349062
93	0.354063
94	0.353125
95	0.361875
96	0.343125
97	0.351562
98	0.366250
99	0.368125
100	0.386562
101	0.386562
102	0.381250
103	0.399375
104	0.393750
105	0.417812
106	0.423125
107	0.400938
108	0.436563
109	0.421563
110	0.426250
111	0.435625
112	0.446250
113	0.452500
114	0.448750
115	0.459688
116	0.465625
117	0.442500
118	0.470313
119	0.469062
120	0.464375
121	0.474687
122	0.485625
123	0.478125
124	0.481250
125	0.496875
126	0.499063
127	0.490312
128	0.512188
129	0.503750
130	0.517188
131	0.509375
132	0.521563
133	0.522188
134	0.526563
135	0.528125
136	0.530937
137	0.523438
138	0.532188
139	0.528125
140	0.545625
141	0.538438
142	0.531875
143	0.538438
144	0.555625
145	0.557500
146	0.555000
147	0.550937
148	0.546250
149	0.556562
150	0.546875
151	0.561250
152	0.565312
153	0.562187
154	0.581562
155	0.580313
156	0.566250
157	0.580313
158	0.583125
159	0.583438
160	0.581875
161	0.575313
162	0.605938
163	0.595938
164	0.603750
165	0.598437
166	0.598437
167	0.599688
168	0.610313
169	0.610313
170	0.598437
171	0.614062
172	0.609062
173	0.605313
174	0.622500
175	0.612812
176	0.621563
177	0.613437
178	0.616875
179	0.616563
180	0.626250
181	0.604375
182	0.631875
183	0.620000
184	0.620938
185	0.631250
186	0.632812
187	0.621563
188	0.639375
189	0.645000
190	0.635938
191	0.641875
192	0.647500
193	0.645000
194	0.637500
195	0.641563
196	0.638750
197	0.649062
198	0.640625
199	0.662813
200	0.639687
