=== PSO - TODAS AS REQUISIÇÕES ===

RESULTADOS PSO:
  Solução: [0, 0, 0, 0, 0]
  Fitness: 0.674133

RESULTADOS SIMULAÇÃO:
Load	[0,12]	[2,6]	[5,10]	[4,11]	[3,8]	Média
1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
9	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
10	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
11	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
12	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
13	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
17	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
18	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
19	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
20	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
21	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
22	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
23	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
24	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
25	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
26	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
27	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
28	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
29	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
30	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
31	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
32	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
33	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
34	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
35	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
36	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
37	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
38	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
39	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
40	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
41	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
42	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
43	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
44	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
45	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
46	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
47	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
48	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
49	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
50	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
51	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
52	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
53	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
54	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
55	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
56	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
57	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
58	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
59	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
60	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
61	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
62	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
63	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
64	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
65	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
66	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
67	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
68	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
69	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
70	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
71	0.000313	0.000000	0.000000	0.000313	0.000000	0.000125
72	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
73	0.000313	0.000000	0.000000	0.000000	0.000313	0.000125
74	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
75	0.000313	0.000000	0.000000	0.000000	0.000313	0.000125
76	0.000625	0.000625	0.000625	0.000625	0.000000	0.000500
77	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
78	0.000313	0.000313	0.000000	0.000000	0.000000	0.000125
79	0.000937	0.000000	0.000937	0.001250	0.000000	0.000625
80	0.000313	0.000313	0.000000	0.000313	0.000313	0.000250
81	0.000313	0.000000	0.000313	0.000000	0.000313	0.000188
82	0.000313	0.000000	0.000313	0.001250	0.000000	0.000375
83	0.000625	0.000000	0.000313	0.000313	0.000625	0.000375
84	0.000625	0.001250	0.000313	0.000313	0.000625	0.000625
85	0.000625	0.000000	0.001250	0.000937	0.000625	0.000688
86	0.000937	0.000313	0.005313	0.001875	0.000937	0.001875
87	0.000937	0.000625	0.001875	0.000625	0.000937	0.001000
88	0.000625	0.000625	0.003438	0.003438	0.000625	0.001750
89	0.004375	0.001563	0.003438	0.001250	0.004375	0.003000
90	0.001250	0.001875	0.005313	0.003125	0.001250	0.002563
91	0.004687	0.003438	0.002500	0.002188	0.004687	0.003500
92	0.002500	0.003438	0.003750	0.003750	0.002500	0.003188
93	0.005000	0.004687	0.004063	0.002812	0.005000	0.004313
94	0.008438	0.008438	0.004687	0.005313	0.008438	0.007063
95	0.007188	0.007812	0.008125	0.008750	0.007188	0.007813
96	0.007812	0.006875	0.009375	0.007500	0.007812	0.007875
97	0.006875	0.007500	0.010000	0.010625	0.006875	0.008375
98	0.010313	0.012812	0.009062	0.009687	0.010313	0.010438
99	0.012500	0.011875	0.010313	0.013125	0.012500	0.012063
100	0.012188	0.014063	0.010937	0.013125	0.012188	0.012500
101	0.012188	0.011250	0.016250	0.013750	0.012188	0.013125
102	0.015000	0.023125	0.023438	0.019688	0.015000	0.019250
103	0.016250	0.018437	0.014687	0.019688	0.016250	0.017063
104	0.018437	0.018750	0.025313	0.021562	0.018437	0.020500
105	0.021250	0.024063	0.022187	0.022187	0.021250	0.022188
106	0.031563	0.032500	0.021875	0.024375	0.031563	0.028375
107	0.024688	0.026875	0.031250	0.032188	0.024688	0.027938
108	0.033125	0.033750	0.036562	0.032500	0.033125	0.033813
109	0.029375	0.036875	0.039375	0.042500	0.029375	0.035500
110	0.037500	0.034688	0.043750	0.035937	0.037500	0.037875
111	0.049063	0.043125	0.038750	0.037812	0.049063	0.043563
112	0.049063	0.043125	0.047813	0.042500	0.049063	0.046313
113	0.052812	0.053437	0.039688	0.050625	0.052812	0.049875
114	0.055938	0.050313	0.050000	0.053750	0.055938	0.053188
115	0.051250	0.051875	0.053437	0.055938	0.051250	0.052750
116	0.056875	0.063125	0.054688	0.062187	0.056875	0.058750
117	0.056250	0.060625	0.055625	0.066562	0.056250	0.059063
118	0.069687	0.055625	0.075000	0.065000	0.069687	0.067000
119	0.072813	0.073438	0.076563	0.070938	0.072813	0.073313
120	0.071875	0.073125	0.078437	0.071250	0.071875	0.073313
121	0.075625	0.083750	0.082500	0.076875	0.075625	0.078875
122	0.089375	0.080000	0.080937	0.083125	0.089375	0.084563
123	0.080312	0.083750	0.081875	0.086563	0.080312	0.082563
124	0.085312	0.101250	0.080625	0.094062	0.085312	0.089313
125	0.096250	0.095937	0.105000	0.097812	0.096250	0.098250
126	0.101562	0.096250	0.103750	0.097500	0.101562	0.100125
127	0.110312	0.103125	0.103750	0.097500	0.110312	0.105000
128	0.108750	0.114062	0.106250	0.110000	0.108750	0.109563
129	0.114062	0.103125	0.107188	0.123125	0.114062	0.112313
130	0.114062	0.123438	0.112812	0.120625	0.114062	0.117000
131	0.115312	0.125312	0.123438	0.111562	0.115312	0.118188
132	0.126562	0.117813	0.131562	0.125625	0.126562	0.125625
133	0.120938	0.134063	0.127500	0.134687	0.120938	0.127625
134	0.137500	0.124688	0.130312	0.140937	0.137500	0.134188
135	0.123438	0.140313	0.138750	0.131250	0.123438	0.131438
136	0.153125	0.138437	0.143750	0.150938	0.153125	0.147875
137	0.147813	0.151250	0.149375	0.139063	0.147813	0.147063
138	0.143750	0.163125	0.161562	0.153125	0.143750	0.153063
139	0.157812	0.155000	0.159062	0.155000	0.157812	0.156938
140	0.163438	0.153750	0.176563	0.155000	0.163438	0.162438
141	0.157188	0.163750	0.155938	0.162188	0.157188	0.159250
142	0.188438	0.164375	0.171563	0.174687	0.188438	0.177500
143	0.166875	0.174063	0.180000	0.160625	0.166875	0.169688
144	0.170937	0.175937	0.172500	0.177813	0.170937	0.173625
145	0.180625	0.181875	0.191562	0.173750	0.180625	0.181688
146	0.181875	0.190625	0.187812	0.185625	0.181875	0.185563
147	0.185938	0.180312	0.183750	0.196563	0.185938	0.186500
148	0.195000	0.204687	0.197813	0.187188	0.195000	0.195938
149	0.202500	0.185938	0.196875	0.196250	0.202500	0.196813
150	0.200313	0.207813	0.205937	0.199375	0.200313	0.202750
151	0.196250	0.216250	0.202813	0.205000	0.196250	0.203313
152	0.210313	0.210938	0.202187	0.209063	0.210313	0.208563
153	0.212812	0.213125	0.217188	0.221875	0.212812	0.215563
154	0.218125	0.221562	0.211250	0.222188	0.218125	0.218250
155	0.219062	0.230000	0.223438	0.220938	0.219062	0.222500
156	0.219375	0.224375	0.218750	0.227500	0.219375	0.221875
157	0.230313	0.239375	0.226562	0.229063	0.230313	0.231125
158	0.225312	0.234063	0.238125	0.227187	0.225312	0.230000
159	0.230937	0.239687	0.238437	0.245000	0.230937	0.237000
160	0.239687	0.244688	0.231563	0.240313	0.239687	0.239188
161	0.238125	0.249375	0.249062	0.247188	0.238125	0.244375
162	0.250625	0.253125	0.247188	0.257812	0.250625	0.251875
163	0.255625	0.249062	0.255000	0.266250	0.255625	0.256313
164	0.256563	0.249062	0.261875	0.262500	0.256563	0.257313
165	0.256875	0.253750	0.258750	0.263437	0.256875	0.257938
166	0.253125	0.268437	0.259375	0.265625	0.253125	0.259938
167	0.272813	0.258125	0.256563	0.272188	0.272813	0.266500
168	0.273125	0.272188	0.284375	0.265313	0.273125	0.273625
169	0.270625	0.265000	0.265937	0.277500	0.270625	0.269938
170	0.266562	0.275625	0.277500	0.280625	0.266562	0.273375
171	0.272188	0.275313	0.277500	0.284375	0.272188	0.276313
172	0.285938	0.268750	0.278438	0.286562	0.285938	0.281125
173	0.277187	0.290000	0.287500	0.291250	0.277187	0.284625
174	0.293125	0.288125	0.300938	0.290312	0.293125	0.293125
175	0.285938	0.291563	0.296250	0.296875	0.285938	0.291313
176	0.301250	0.289062	0.307812	0.290000	0.301250	0.297875
177	0.301875	0.291875	0.301875	0.297812	0.301875	0.299063
178	0.300938	0.297187	0.302812	0.311250	0.300938	0.302625
179	0.319375	0.306875	0.310625	0.307812	0.319375	0.312813
180	0.310937	0.316563	0.313750	0.305312	0.310937	0.311500
181	0.305625	0.325313	0.309688	0.308125	0.305625	0.310875
182	0.312188	0.316563	0.310937	0.324062	0.312188	0.315188
183	0.326562	0.314688	0.315625	0.314688	0.326562	0.319625
184	0.319688	0.325000	0.328437	0.321250	0.319688	0.322813
185	0.328125	0.323125	0.328125	0.325313	0.328125	0.326563
186	0.332188	0.327188	0.329062	0.327500	0.332188	0.329625
187	0.343438	0.325625	0.330937	0.335938	0.343438	0.335875
188	0.336562	0.325625	0.329062	0.330313	0.336562	0.331625
189	0.343125	0.335625	0.334062	0.337813	0.343125	0.338750
190	0.340000	0.324688	0.320625	0.348750	0.340000	0.334813
191	0.335938	0.339687	0.341875	0.338750	0.335938	0.338438
192	0.339375	0.340938	0.345938	0.345938	0.339375	0.342313
193	0.356875	0.347187	0.348125	0.345938	0.356875	0.351000
194	0.353750	0.354687	0.360625	0.349062	0.353750	0.354375
195	0.360000	0.349687	0.357812	0.357812	0.360000	0.357063
196	0.361875	0.352500	0.349375	0.360625	0.361875	0.357250
197	0.356563	0.357812	0.363438	0.359375	0.356563	0.358750
198	0.343750	0.373437	0.361563	0.361250	0.343750	0.356750
199	0.368437	0.353438	0.353750	0.378750	0.368437	0.364563
200	0.363750	0.373125	0.368125	0.367812	0.363750	0.367313
