=== PSO GLOBAL - REQUISIÇÃO [0,12] ===

PARÂMETROS:
  Lambdas: 40
  Loads: 1 a 200
  Chamadas por load: 1000
  Simulações por load: 20

RESULTADOS (Probabilidade de Bloqueio):
Load	Probabilidade
1	0.000000
2	0.000000
3	0.000000
4	0.000000
5	0.000000
6	0.000000
7	0.000000
8	0.000000
9	0.000000
10	0.000000
11	0.000000
12	0.000000
13	0.000000
14	0.000000
15	0.000000
16	0.000000
17	0.000000
18	0.000000
19	0.000000
20	0.000000
21	0.000000
22	0.000000
23	0.000000
24	0.000000
25	0.000000
26	0.000000
27	0.000000
28	0.000000
29	0.000000
30	0.000000
31	0.000000
32	0.000000
33	0.000000
34	0.000000
35	0.000000
36	0.000000
37	0.000000
38	0.000000
39	0.000000
40	0.000000
41	0.000000
42	0.000000
43	0.000000
44	0.000000
45	0.000000
46	0.000000
47	0.000000
48	0.000000
49	0.000000
50	0.000000
51	0.000000
52	0.000000
53	0.000000
54	0.000000
55	0.000000
56	0.000000
57	0.000000
58	0.000000
59	0.000000
60	0.000000
61	0.000000
62	0.000000
63	0.000000
64	0.000000
65	0.000000
66	0.000000
67	0.000000
68	0.000000
69	0.000000
70	0.000000
71	0.000000
72	0.000000
73	0.000000
74	0.000000
75	0.000000
76	0.000000
77	0.000000
78	0.000000
79	0.000625
80	0.000000
81	0.000625
82	0.000000
83	0.000313
84	0.000937
85	0.000625
86	0.000625
87	0.000313
88	0.000625
89	0.001875
90	0.002188
91	0.002500
92	0.005000
93	0.004063
94	0.005000
95	0.009062
96	0.005938
97	0.006562
98	0.007500
99	0.011250
100	0.012188
101	0.018437
102	0.016250
103	0.021562
104	0.015625
105	0.022187
106	0.018750
107	0.023750
108	0.030937
109	0.033750
110	0.040938
111	0.034375
112	0.038750
113	0.046875
114	0.051875
115	0.050000
116	0.058125
117	0.051562
118	0.066562
119	0.063750
120	0.063125
121	0.069687
122	0.065625
123	0.064687
124	0.074375
125	0.080312
126	0.086875
127	0.091250
128	0.084062
129	0.086250
130	0.099062
131	0.100312
132	0.109375
133	0.111875
134	0.118125
135	0.123438
136	0.126875
137	0.135937
138	0.128438
139	0.138125
140	0.141875
141	0.135937
142	0.152188
143	0.152188
144	0.148438
145	0.164687
146	0.159375
147	0.161875
148	0.177813
149	0.173437
150	0.173125
151	0.178437
152	0.180625
153	0.196563
154	0.189375
155	0.196250
156	0.198437
157	0.206563
158	0.199687
159	0.208437
160	0.206563
161	0.211562
162	0.222188
163	0.218125
164	0.229375
165	0.228750
166	0.242500
167	0.238125
168	0.248125
169	0.244375
170	0.242500
171	0.265313
172	0.246250
173	0.256250
174	0.263125
175	0.262813
176	0.266875
177	0.267188
178	0.271562
179	0.260937
180	0.280313
181	0.286562
182	0.287500
183	0.281875
184	0.295312
185	0.290938
186	0.293750
187	0.302500
188	0.306250
189	0.311563
190	0.299687
191	0.315625
192	0.314688
193	0.300938
194	0.320625
195	0.323125
196	0.320625
197	0.331250
198	0.327188
199	0.332813
200	0.329688
