=== PSO GLOBAL - REQUISIÇÃO [3,8] ===

PARÂMETROS:
  Lambdas: 40
  Loads: 1 a 200
  Chamadas por load: 1000
  Simulações por load: 20

RESULTADOS (Probabilidade de Bloqueio):
Load	Probabilidade
1	0.000000
2	0.000000
3	0.000000
4	0.000000
5	0.000000
6	0.000000
7	0.000000
8	0.000000
9	0.000000
10	0.000000
11	0.000000
12	0.000000
13	0.000000
14	0.000000
15	0.000000
16	0.000000
17	0.000000
18	0.000000
19	0.000000
20	0.000000
21	0.000000
22	0.000000
23	0.000000
24	0.000000
25	0.000000
26	0.000000
27	0.000000
28	0.000000
29	0.000000
30	0.000000
31	0.000000
32	0.000000
33	0.000000
34	0.000000
35	0.000000
36	0.000000
37	0.000000
38	0.000000
39	0.000000
40	0.000000
41	0.000000
42	0.000000
43	0.000000
44	0.000000
45	0.000000
46	0.000000
47	0.000000
48	0.000000
49	0.000000
50	0.000000
51	0.000000
52	0.000000
53	0.000000
54	0.000000
55	0.000000
56	0.000000
57	0.000000
58	0.000000
59	0.000000
60	0.000000
61	0.000000
62	0.000000
63	0.000000
64	0.000000
65	0.000000
66	0.000000
67	0.000000
68	0.000000
69	0.000000
70	0.000000
71	0.000000
72	0.000000
73	0.000000
74	0.000000
75	0.000000
76	0.000625
77	0.000000
78	0.000000
79	0.000000
80	0.000000
81	0.001563
82	0.000000
83	0.000625
84	0.000000
85	0.000625
86	0.001250
87	0.003750
88	0.002188
89	0.003125
90	0.003125
91	0.007500
92	0.009062
93	0.005000
94	0.004687
95	0.008750
96	0.006562
97	0.003750
98	0.005938
99	0.016250
100	0.015000
101	0.014687
102	0.021250
103	0.015312
104	0.020000
105	0.022187
106	0.029687
107	0.023438
108	0.031563
109	0.035937
110	0.034688
111	0.039375
112	0.037500
113	0.039375
114	0.047500
115	0.040938
116	0.043125
117	0.057500
118	0.056563
119	0.057813
120	0.059375
121	0.068125
122	0.073438
123	0.071563
124	0.077500
125	0.078125
126	0.084687
127	0.087188
128	0.093438
129	0.098750
130	0.105000
131	0.100937
132	0.107500
133	0.112500
134	0.111250
135	0.128125
136	0.128750
137	0.123125
138	0.130625
139	0.143750
140	0.141563
141	0.147500
142	0.146250
143	0.146563
144	0.153438
145	0.156250
146	0.158125
147	0.159062
148	0.175625
149	0.172187
150	0.170000
151	0.170625
152	0.198750
153	0.184062
154	0.189062
155	0.191562
156	0.196563
157	0.202813
158	0.202500
159	0.198125
160	0.217812
161	0.219375
162	0.206875
163	0.220000
164	0.227187
165	0.232187
166	0.215000
167	0.238437
168	0.235000
169	0.242812
170	0.244375
171	0.244688
172	0.250625
173	0.261562
174	0.257500
175	0.266562
176	0.262813
177	0.276250
178	0.278750
179	0.283750
180	0.273750
181	0.284375
182	0.287187
183	0.297812
184	0.286250
185	0.298125
186	0.299375
187	0.300000
188	0.292812
189	0.306250
190	0.311250
191	0.309063
192	0.316875
193	0.328750
194	0.315937
195	0.322813
196	0.330313
197	0.319375
198	0.323125
199	0.339687
200	0.330000
