# MÉDIAS E ESTATÍSTICAS
# Requisição 2: [2,5]
# Modo: CONJUNTO
# ============================================================
# Load | Média | DesvioPadrão | Mínimo | Máximo | IC 95% (inferior) | IC 95% (superior)
# ============================================================
   1 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000
   2 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000
   3 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000
   4 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000
   5 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000
   6 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000
   7 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000
   8 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000
   9 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000
  10 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000
  11 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000
  12 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000
  13 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000
  14 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000
  15 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000
  16 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000
  17 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000
  18 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000
  19 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000
  20 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000
  21 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000
  22 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000
  23 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000
  24 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000
  25 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000
  26 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000
  27 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000
  28 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000
  29 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000
  30 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000
  31 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000
  32 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000
  33 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000
  34 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000
  35 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000
  36 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000
  37 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000
  38 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000
  39 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000
  40 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000
  41 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000
  42 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000
  43 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000
  44 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000
  45 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000
  46 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000
  47 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000
  48 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000
  49 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000
  50 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000
  51 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000
  52 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000
  53 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000
  54 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000
  55 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000
  56 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000
  57 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000
  58 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000
  59 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000
  60 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000
  61 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000
  62 | 0.00015396 | 0.00067112 | 0.00000000 | 0.00307929 | -0.00015907 | 0.00046700
  63 | 0.00003949 | 0.00017215 | 0.00000000 | 0.00078989 | -0.00004080 | 0.00011979
  64 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000 | 0.00000000
  65 | 0.00011700 | 0.00051001 | 0.00000000 | 0.00234009 | -0.00012089 | 0.00035490
  66 | 0.00019101 | 0.00068074 | 0.00000000 | 0.00307220 | -0.00012652 | 0.00050853
  67 | 0.00055841 | 0.00135224 | 0.00000000 | 0.00453515 | -0.00007234 | 0.00118915
  68 | 0.00036531 | 0.00071119 | 0.00000000 | 0.00222883 | 0.00003358 | 0.00069704
  69 | 0.00017822 | 0.00038456 | 0.00000000 | 0.00144928 | -0.00000116 | 0.00035760
  70 | 0.00064595 | 0.00081544 | 0.00000000 | 0.00291758 | 0.00026560 | 0.00102631
  71 | 0.00056247 | 0.00068702 | 0.00000000 | 0.00209937 | 0.00024202 | 0.00088293
  72 | 0.00086338 | 0.00149907 | 0.00000000 | 0.00547570 | 0.00016415 | 0.00156261
  73 | 0.00119563 | 0.00133049 | 0.00000000 | 0.00417246 | 0.00057504 | 0.00181623
  74 | 0.00157994 | 0.00112595 | 0.00000000 | 0.00392413 | 0.00105474 | 0.00210513
  75 | 0.00185540 | 0.00180954 | 0.00000000 | 0.00483425 | 0.00101135 | 0.00269944
  76 | 0.00282776 | 0.00225289 | 0.00000000 | 0.00768246 | 0.00177691 | 0.00387860
  77 | 0.00393040 | 0.00258364 | 0.00064392 | 0.01098901 | 0.00272528 | 0.00513552
  78 | 0.00403980 | 0.00255119 | 0.00064809 | 0.01021059 | 0.00284981 | 0.00522978
  79 | 0.00622709 | 0.00370393 | 0.00000000 | 0.01604938 | 0.00449941 | 0.00795476
  80 | 0.00705730 | 0.00343596 | 0.00190476 | 0.01388013 | 0.00545462 | 0.00865998
  81 | 0.00899403 | 0.00447400 | 0.00061996 | 0.02011834 | 0.00690716 | 0.01108090
  82 | 0.01062160 | 0.00388413 | 0.00317058 | 0.01645570 | 0.00880987 | 0.01243333
  83 | 0.01264070 | 0.00344589 | 0.00588928 | 0.01786778 | 0.01103338 | 0.01424801
  84 | 0.01391970 | 0.00526631 | 0.00350467 | 0.02862254 | 0.01146326 | 0.01637614
  85 | 0.01579888 | 0.00424290 | 0.00805452 | 0.02747567 | 0.01381981 | 0.01777796
  86 | 0.01924869 | 0.00736206 | 0.00589275 | 0.03534778 | 0.01581470 | 0.02268268
  87 | 0.02145606 | 0.00574960 | 0.01023309 | 0.03246014 | 0.01877420 | 0.02413792
  88 | 0.02874142 | 0.00920015 | 0.01214575 | 0.04622322 | 0.02445007 | 0.03303278
  89 | 0.03138323 | 0.00769816 | 0.01373626 | 0.04751381 | 0.02779247 | 0.03497399
  90 | 0.03388925 | 0.00562801 | 0.02509760 | 0.04707792 | 0.03126410 | 0.03651440
  91 | 0.03621598 | 0.00770397 | 0.02216066 | 0.04927691 | 0.03262251 | 0.03980945
  92 | 0.04530226 | 0.00821673 | 0.03145336 | 0.05983827 | 0.04146961 | 0.04913490
  93 | 0.04633576 | 0.00993387 | 0.02321725 | 0.06278950 | 0.04170217 | 0.05096935
  94 | 0.05031342 | 0.00820148 | 0.03344121 | 0.06734914 | 0.04648789 | 0.05413895
  95 | 0.05237994 | 0.00946224 | 0.03594080 | 0.07232704 | 0.04796634 | 0.05679355
  96 | 0.05972810 | 0.01080969 | 0.03076923 | 0.07474747 | 0.05468599 | 0.06477022
  97 | 0.06342784 | 0.00862381 | 0.04501608 | 0.07866868 | 0.05940532 | 0.06745036
  98 | 0.07151301 | 0.00768318 | 0.05355355 | 0.08592965 | 0.06792924 | 0.07509678
  99 | 0.07925292 | 0.01157569 | 0.05607940 | 0.10346510 | 0.07385351 | 0.08465232
 100 | 0.08323483 | 0.00864398 | 0.06426100 | 0.09872774 | 0.07920290 | 0.08726676
 101 | 0.08544168 | 0.01028382 | 0.06754032 | 0.10468451 | 0.08064486 | 0.09023850
 102 | 0.09697569 | 0.00849841 | 0.08211856 | 0.11384467 | 0.09301166 | 0.10093972
 103 | 0.09792368 | 0.01129538 | 0.07640879 | 0.12470588 | 0.09265502 | 0.10319234
 104 | 0.10860228 | 0.01337908 | 0.08337349 | 0.14186370 | 0.10236169 | 0.11484287
 105 | 0.11137031 | 0.01046297 | 0.08582639 | 0.13135011 | 0.10648993 | 0.11625070
 106 | 0.11867438 | 0.01340798 | 0.08819206 | 0.13710810 | 0.11242031 | 0.12492845
