=== PSO k=2 - REQUISIÇÃO [3,8] ===

PARÂMETROS:
  Wavelengths: 40
  Rota selecionada: 0
  Loads: 1 a 200
  Calls/load: 1000
  Rodadas/load: 20

RESULTADOS:
Load	Probabilidade
1	0.000000
2	0.000000
3	0.000000
4	0.000000
5	0.000000
6	0.000000
7	0.000000
8	0.000000
9	0.000000
10	0.000000
11	0.000000
12	0.000000
13	0.000000
14	0.000000
15	0.000000
16	0.000000
17	0.000000
18	0.000000
19	0.000000
20	0.000000
21	0.000000
22	0.000000
23	0.000000
24	0.000000
25	0.000000
26	0.000000
27	0.000000
28	0.000000
29	0.000000
30	0.000000
31	0.000000
32	0.000000
33	0.000000
34	0.000000
35	0.000000
36	0.000000
37	0.000000
38	0.000000
39	0.000000
40	0.000000
41	0.000000
42	0.000000
43	0.000000
44	0.000000
45	0.000000
46	0.000000
47	0.000000
48	0.000000
49	0.000000
50	0.000000
51	0.000000
52	0.000000
53	0.000000
54	0.000000
55	0.000000
56	0.000000
57	0.000000
58	0.000000
59	0.000000
60	0.000000
61	0.000000
62	0.000000
63	0.000000
64	0.000000
65	0.000000
66	0.000000
67	0.000000
68	0.000000
69	0.000000
70	0.000000
71	0.000000
72	0.000000
73	0.000000
74	0.000000
75	0.000000
76	0.000313
77	0.000000
78	0.000313
79	0.000313
80	0.000000
81	0.000000
82	0.001250
83	0.001563
84	0.000937
85	0.001875
86	0.000937
87	0.000625
88	0.002812
89	0.001563
90	0.005000
91	0.004687
92	0.002812
93	0.005938
94	0.004063
95	0.005938
96	0.009375
97	0.004063
98	0.007812
99	0.008438
100	0.009375
101	0.014687
102	0.018437
103	0.016250
104	0.021562
105	0.026875
106	0.024063
107	0.030625
108	0.028750
109	0.031250
110	0.046250
111	0.038125
112	0.041563
113	0.042813
114	0.039062
115	0.054688
116	0.055000
117	0.054062
118	0.054688
119	0.060937
120	0.062500
121	0.068750
122	0.062187
123	0.078437
124	0.080000
125	0.078750
126	0.085312
127	0.088125
128	0.085625
129	0.093438
130	0.094062
131	0.102813
132	0.120625
133	0.120938
134	0.112187
135	0.119688
136	0.123438
137	0.118125
138	0.128438
139	0.127812
140	0.133125
141	0.136563
142	0.139063
143	0.145937
144	0.147187
145	0.154688
146	0.167187
147	0.171250
148	0.169375
149	0.167500
150	0.171563
151	0.187188
152	0.182812
153	0.184688
154	0.189375
155	0.198750
156	0.213125
157	0.213125
158	0.201250
159	0.208750
160	0.196563
161	0.213750
162	0.226562
163	0.223438
164	0.230000
165	0.217188
166	0.225938
167	0.235625
168	0.235937
169	0.240625
170	0.242188
171	0.243438
172	0.266875
173	0.247188
174	0.256875
175	0.262500
176	0.264062
177	0.263750
178	0.267500
179	0.278438
180	0.272188
181	0.291250
182	0.284375
183	0.290938
184	0.292812
185	0.298125
186	0.302187
187	0.304063
188	0.308437
189	0.309688
190	0.308125
191	0.297187
192	0.321250
193	0.315312
194	0.316563
195	0.330313
196	0.325625
197	0.325937
198	0.326875
199	0.344687
200	0.328750
