=== PSO k=2 - REQUISIÇÃO [4,11] ===

PARÂMETROS:
  Wavelengths: 40
  Rota selecionada: 0
  Loads: 1 a 200
  Calls/load: 1000
  Rodadas/load: 20

RESULTADOS:
Load	Probabilidade
1	0.000000
2	0.000000
3	0.000000
4	0.000000
5	0.000000
6	0.000000
7	0.000000
8	0.000000
9	0.000000
10	0.000000
11	0.000000
12	0.000000
13	0.000000
14	0.000000
15	0.000000
16	0.000000
17	0.000000
18	0.000000
19	0.000000
20	0.000000
21	0.000000
22	0.000000
23	0.000000
24	0.000000
25	0.000000
26	0.000000
27	0.000000
28	0.000000
29	0.000000
30	0.000000
31	0.000000
32	0.000000
33	0.000000
34	0.000000
35	0.000000
36	0.000000
37	0.000000
38	0.000000
39	0.000000
40	0.000000
41	0.000000
42	0.000000
43	0.000000
44	0.000000
45	0.000000
46	0.000000
47	0.000000
48	0.000000
49	0.000000
50	0.000000
51	0.000000
52	0.000000
53	0.000000
54	0.000000
55	0.000000
56	0.000000
57	0.000000
58	0.000000
59	0.000000
60	0.000000
61	0.000000
62	0.000000
63	0.000000
64	0.000000
65	0.000000
66	0.000000
67	0.000000
68	0.000000
69	0.000000
70	0.000313
71	0.000000
72	0.000000
73	0.000000
74	0.000000
75	0.000000
76	0.000000
77	0.000000
78	0.000625
79	0.000313
80	0.000000
81	0.000625
82	0.000937
83	0.001250
84	0.001875
85	0.004375
86	0.000625
87	0.003125
88	0.006875
89	0.004063
90	0.005313
91	0.005313
92	0.005000
93	0.012812
94	0.009687
95	0.008438
96	0.011875
97	0.016875
98	0.016250
99	0.021562
100	0.018750
101	0.031250
102	0.029687
103	0.033438
104	0.038437
105	0.045937
106	0.037187
107	0.047813
108	0.048438
109	0.053750
110	0.063750
111	0.061875
112	0.068750
113	0.064687
114	0.076563
115	0.085938
116	0.088750
117	0.094062
118	0.088750
119	0.101250
120	0.099375
121	0.110937
122	0.120938
123	0.117813
124	0.122188
125	0.126562
126	0.132188
127	0.141563
128	0.143437
129	0.148125
130	0.150312
131	0.156562
132	0.161875
133	0.160000
134	0.168125
135	0.179375
136	0.174375
137	0.185000
138	0.190938
139	0.194062
140	0.204375
141	0.202813
142	0.202813
143	0.213750
144	0.201875
145	0.213125
146	0.212188
147	0.221562
148	0.227813
149	0.246250
150	0.232500
151	0.230313
152	0.246875
153	0.256563
154	0.267813
155	0.257188
156	0.260625
157	0.258750
158	0.274687
159	0.270937
160	0.295312
161	0.282187
162	0.286562
163	0.291250
164	0.291563
165	0.303125
166	0.302500
167	0.304375
168	0.312188
169	0.308125
170	0.318437
171	0.322500
172	0.309063
173	0.326562
174	0.329688
175	0.345000
176	0.330000
177	0.332188
178	0.342813
179	0.344687
180	0.344375
181	0.360625
182	0.362187
183	0.357812
184	0.365625
185	0.348438
186	0.359063
187	0.378437
188	0.356875
189	0.370625
190	0.381875
191	0.383125
192	0.370312
193	0.391875
194	0.403125
195	0.391875
196	0.391562
197	0.406250
198	0.410000
199	0.398438
200	0.411875
